index date   ,name,CPIH ALL ITEMS,FOOD AND NON-ALCOHOLIC BEVERAGES,FOOD,BREAD & CEREALS,MEAT,FISH,"MILK, CHEESE & EGGS",OILS & FATS,FRUIT,VEGETABLES INCLUDING POTATOES AND TUBERS,"SUGAR, JAM, SYRUPS, CHOCOLATE AND CONFECTIONERY",FOOD PRODUCTS (NEC),NON-ALCOHOLIC BEVERAGES,"COFFEE, TEA & COCOA","MINERAL WATERS, SOFT DRINKS AND JUICES",ALCOHOLIC BEVERAGES AND TOBACCO,ALCOHOLIC BEVERAGES,SPIRITS,WINE,BEER,TOBACCO,CLOTHING AND FOOTWEAR,CLOTHING,GARMENTS,OTHER CLOTHING & CLOTHING ACCESSORIES,"CLEANING, REPAIR AND HIRE OF CLOTHING",FOOTWEAR INCLUDING REPAIRS,"HOUSING, WATER, ELELCTRICITY, GAS AND OTHER FUELS",ACTUAL RENTALS FOR HOUSING,OOH,REGULAR MAINTENANCE AND REPAIR OF THE DWELLING,MATERIALS FOR MAINTENANCE AND REPAIR,SERVICES FOR MAINTENANCE AND REPAIR,WATER SUPPLY AND MISC. SERVICES FOR THE DWELLING,WATER SUPPLY,SEWERAGE COLLECTION,"ELECTRICITY, GAS AND OTHER FUELS",ELECTRICITY,GAS,LIQUID FUELS,SOLID FUELS,COUNCIL TAX AND OTHER RATES,"FURNITURE, HOUSEHOLD EQUIPMENT AND MAINTENANCE","FURNITURE, FURNISHINGS & CARPETS",FURNITURE & FURNISHINGS,CARPETS & OTHER FLOOR COVERINGS,HOUSEHOLD TEXTILES,"HOUSEHOLD APPLIANCES, FITTING AND REPAIRS",MAJOR APPLIANCES AND SMALL ELECTRIC GOODS,REPAIR OF HOUSEHOLD APPLIANCES,"GLASSWARE, TABLEWARE & HOUSEHOLD UTENSILS",TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,GOODS AND SERVICES FOR ROUTINE MAINTENANCE,NON-DURABLE HOUSEHOLD GOODS,DOMESTIC SERVICES AND HOUSEHOLD SERVICES,HEALTH,"MEDICAL PRODUCTS, APPLIANCES AND EQUIPMENT",PHARMACEUTICAL PRODUCTS,OTHER MEDICAL & THERAPEUTIC EQUIPMENT,OUT-PATIENT SERVICES,MEDICAL SERVICES AND PARAMEDICAL SERVICES,DENTAL SERVICES,HOSPITAL SERVICES,TRANSPORT,PURCHASE OF VEHICLES,MOTOR CYCLES AND BICYCLES,NEW CARS,SECOND-HAND CARS,OPERATION OF PERSONAL TRANSPORT EQUIPMENT,SPARE PARTS & ACCESSORIES,FUELS & LUBRICANTS,MAINTENANCE & REPAIRS,OTHER SERVICES IN RESPECT OF PERSONAL TRANSPORT EQ,TRANSPORT SERVICES,PASSENGER TRANSPORT BY RAILWAY,PASSENGER TRANSPORT BY ROAD,PASSENGER TRANSPORT BY AIR,PASSENGER TRANSPORT BY SEA AND INLAND WATERWAY,COMMUNICATION,POSTAL SERVICES,TELEPHONE AND TELEFAX EQUIPMENT AND SERVICES,RECREATION & CULTURE,AUDIO-VISUAL EQUIPMENT AND RELATED PRODUCTS,RECEPTION AND REPRODUCTION OF SOUND AND PICTURES,PHOTOGRAPHIC AND CINE. EQU. & OPTICAL INSTRUMENTS,DATA PROCESSING EQUIPMENT,RECORDING MEDIA,REPAIR OF AUDIO-VISUAL & RELATED PRODUCTS,OTHER MAJOR DURABLES FOR RECREATION AND CULTURE,MAJOR DURABLES FOR IN/OUTDOOR RECREATION,"OTHER RECREATIONAL ITEMS, GARDENS & PETS",GAMES TOYS AND HOBBIES,EQUIPMENT FOR SPORT & OPEN-AIR RECREATION,GARDEN PLANTS AND FLOWERS,"PETS, RELATED PRODUCTS AND SERVICES",RECREATIONAL AND CULTURAL SERVICES,RECREATIONAL AND SPORTING SERVICES,CULTURAL SERVICES,"BOOKS, NEWSPAPERS AND STATIONERY",BOOKS,NEWSPAPERS AND PERIODICALS,"MISC. PRINTED MATTER, STATIONERY, DRAWING MATERIALS",PACKAGE HOLIDAY,EDUCATION,RESTAURANTS AND HOTELS,CATERING SERVICES,RESTAURANTS & CAFES,CANTEENS,ACCOMMODATION SERVICES,MISCELLANEOUS GOODS AND SERVICES,PERSONAL CARE,HAIRDRESSING & PERSONAL GROOMING ESTABLISHMENTS,APPLIANCES & PRODUCTS FOR PERSONAL CARE,PERSONAL EFFECTS (NEC),JEWELLERY CLOCKS AND WATCHES,OTHER PERSONAL EFFECTS,SOCIAL PROTECTION,INSURANCE,HOUSE CONTENTS INSURANCE,HEALTH INSURANCE,TRANSPORT INSURANCE,FINANCIAL SERVICES (NEC),OTHER FINANCIAL SERVICES (NEC),OTHER SERVICES (NEC)
201707,Jul-17,103.506,99.427,99.526,100.652,97.089,105.765,98.755,103.129,101.322,97.348,99.865,103.924,98.496,106.742,95.427,106.592,100.143,98.460,99.039,104.296,111.300,99.125,99.363,99.334,98.544,104.889,97.451,103.948,102.715,104.434,99.499,97.604,101.402,102.976,101.843,104.080,101.714,108.706,93.291,99.748,100.765,107.012,101.606,102.619,101.943,105.606,97.213,104.196,104.506,102.804,98.307,101.505,102.684,97.082,106.042,105.307,103.156,104.481,101.189,104.238,102.188,107.501,109.741,105.510,99.296,101.305,104.125,91.712,104.397,103.427,102.006,104.311,110.422,115.157,103.552,112.455,116.526,119.926,104.250,103.675,104.267,102.259,96.537,103.273,94.611,88.203,105.008,102.102,105.075,105.075,98.365,96.151,97.927,100.091,102.948,106.221,107.786,105.599,109.899,113.217,109.678,106.606,102.079,107.857,106.188,105.182,105.415,102.792,109.632,102.713,99.342,104.754,97.633,101.780,105.623,96.431,108.028,117.241,104.422,113.695,127.248,98.670,98.670,99.856
201708,Aug-17,104.002,99.492,99.642,101.344,97.022,107.581,98.506,107.683,100.984,96.928,100.317,99.603,98.204,106.562,95.087,106.710,100.500,100.694,98.148,104.547,111.185,101.477,101.764,102.036,98.168,105.004,99.527,104.096,102.797,104.641,99.206,96.884,101.548,102.976,101.843,104.080,101.855,108.706,93.291,104.284,100.800,107.012,103.477,106.050,106.039,105.453,99.680,105.352,105.848,102.847,100.082,101.973,102.405,95.954,106.382,105.340,103.075,104.494,100.970,104.499,102.520,107.653,109.778,106.549,99.027,101.080,103.793,91.526,105.214,104.607,103.664,104.471,110.380,118.450,102.672,112.822,129.284,129.272,105.972,103.675,106.076,102.364,97.697,103.012,97.284,91.412,103.968,101.958,105.076,105.076,97.442,94.631,97.602,99.361,103.045,107.001,108.089,106.587,107.334,106.036,110.111,105.874,102.951,107.857,106.245,105.308,105.576,102.572,109.465,103.018,99.120,104.764,97.341,103.937,106.882,100.070,108.196,117.983,105.816,113.695,127.995,98.629,98.629,99.693
201709,Sep-17,104.312,100.271,100.435,100.950,98.313,109.961,98.370,114.317,102.642,96.886,100.931,101.999,98.881,107.480,95.666,106.857,99.862,97.803,98.221,105.467,112.086,105.384,106.049,106.590,100.455,105.185,101.419,104.210,102.850,104.790,99.731,97.861,101.609,102.976,101.843,104.080,101.986,108.706,93.291,108.552,100.788,107.012,103.700,106.369,106.245,106.375,101.254,104.966,105.364,103.049,99.630,102.699,102.091,95.126,106.444,105.360,103.022,104.193,101.283,104.658,102.728,107.737,109.802,105.122,99.360,102.216,103.799,92.199,106.243,104.856,105.892,104.827,110.184,109.362,102.385,112.492,94.794,109.676,105.646,103.675,105.734,103.165,96.545,103.374,97.856,88.964,102.239,102.086,105.175,105.175,99.977,98.749,99.559,100.242,103.096,107.274,109.398,106.410,109.849,113.918,110.191,105.246,103.256,108.817,106.604,105.649,105.919,102.895,109.883,102.957,98.436,104.928,96.399,104.851,106.802,102.608,108.340,117.715,103.712,113.695,128.959,98.820,98.820,99.704
201710,Oct-17,104.397,100.646,100.976,101.780,98.511,108.115,100.264,104.032,105.791,99.390,99.268,103.038,98.075,106.877,94.773,106.814,99.649,98.404,98.736,102.904,112.207,105.543,106.231,106.655,101.903,105.514,101.453,104.348,102.786,104.835,99.906,98.042,101.778,102.976,101.843,104.080,103.259,111.117,93.339,109.707,102.914,107.012,103.294,104.008,103.363,106.819,100.016,106.920,107.630,103.129,99.051,102.792,104.065,98.771,107.190,105.366,103.211,104.505,101.290,104.855,102.933,107.924,109.326,104.947,100.157,104.690,104.420,93.006,106.139,105.140,105.515,104.929,110.180,107.706,102.638,112.659,90.268,101.392,105.451,104.116,105.507,103.724,95.624,103.258,97.222,88.795,99.218,102.312,108.909,108.909,101.115,100.407,100.845,101.063,103.143,106.748,109.136,105.769,110.072,112.443,110.620,107.008,103.682,110.877,106.485,105.900,106.197,102.883,108.574,102.467,99.124,104.614,97.391,103.980,106.597,100.646,108.613,116.712,103.683,112.122,127.626,97.837,97.837,96.662
201711,Nov-17,104.664,101.140,101.596,102.279,98.564,108.544,100.725,104.239,108.906,99.170,100.731,102.124,97.679,105.771,94.670,106.391,98.642,97.760,97.879,101.163,112.352,106.819,107.636,108.133,102.838,105.542,102.038,104.409,102.829,104.875,99.206,96.658,101.782,102.976,101.843,104.080,103.614,111.117,93.353,119.751,103.987,107.012,103.574,104.348,103.918,106.008,101.123,106.743,107.414,103.192,100.430,103.194,103.507,97.172,107.392,105.393,103.207,104.301,101.580,104.977,103.023,108.095,109.326,105.045,100.893,102.942,105.090,94.170,106.855,105.142,107.218,104.980,110.115,105.607,102.594,113.544,80.915,96.262,105.726,104.116,105.796,104.470,95.603,102.255,96.601,86.737,103.052,102.358,108.918,108.918,102.506,102.638,100.415,101.415,103.972,107.113,109.165,106.281,112.605,117.281,111.994,108.301,104.291,110.877,106.802,106.230,106.480,103.666,108.852,102.326,98.811,104.600,96.987,104.138,106.965,100.464,108.917,117.343,104.116,112.122,128.841,96.606,96.606,96.776
201712,Dec-17,104.980,101.876,102.177,104.031,99.888,109.039,101.075,113.407,109.262,97.907,99.756,100.224,99.509,108.158,96.277,106.904,96.554,94.821,96.114,99.562,115.360,105.830,106.597,106.965,102.952,105.649,101.319,104.478,102.865,104.934,99.061,96.320,101.836,102.976,101.843,104.080,103.914,111.117,93.353,129.113,104.304,107.012,104.985,107.356,107.057,108.292,100.720,109.181,110.247,103.260,99.816,103.848,103.577,96.737,107.829,105.493,103.224,104.795,100.895,105.071,103.084,108.238,109.575,107.418,100.962,103.646,105.336,93.905,107.264,104.655,107.963,105.206,110.427,115.316,102.343,113.789,123.661,109.500,104.352,104.116,104.352,104.064,94.982,99.290,94.390,85.741,105.366,102.396,108.920,108.920,100.874,99.865,99.514,102.867,102.897,107.429,109.333,106.660,111.933,115.025,111.874,108.713,104.587,110.877,106.674,106.459,106.733,103.671,107.574,102.309,98.399,104.958,96.342,104.002,107.609,99.058,109.330,116.812,106.451,112.122,125.735,97.140,97.140,97.063
201801,Jan-18,104.544,101.803,102.078,102.092,99.039,109.055,99.788,109.928,108.478,99.416,103.114,101.849,99.619,107.760,96.579,109.316,100.915,100.045,98.885,105.918,115.790,101.727,102.688,102.693,101.956,105.548,96.347,104.569,102.949,105.040,99.386,96.861,101.932,102.976,101.843,104.080,104.020,111.117,93.456,130.661,104.539,107.012,102.239,102.137,101.062,106.026,96.677,108.083,108.943,103.322,98.493,104.246,103.213,95.551,108.079,106.097,103.740,105.540,101.133,105.103,103.135,108.244,111.176,106.228,101.488,103.793,105.848,94.497,107.940,105.264,108.872,105.965,110.389,107.637,104.909,113.501,82.580,103.537,104.407,104.116,104.409,103.881,93.614,99.183,92.189,84.851,100.959,102.747,108.994,108.994,101.257,100.522,98.934,102.107,103.367,106.566,108.162,105.928,112.305,115.468,113.452,107.847,104.674,110.877,106.588,106.530,106.803,103.747,106.946,102.338,99.145,105.072,97.281,102.090,106.593,95.467,109.539,117.708,106.870,114.995,125.508,96.714,96.714,97.247
201802,Feb-18,104.919,101.879,102.163,102.594,99.159,110.461,102.454,108.482,108.764,99.131,100.959,100.152,99.634,107.282,96.785,109.384,100.842,101.446,98.369,104.723,116.000,103.417,104.034,104.264,101.166,106.001,99.540,104.611,103.004,105.103,99.387,96.868,101.926,102.976,101.843,104.080,103.955,111.117,93.456,128.455,104.535,107.012,104.829,105.904,105.703,106.580,100.922,110.706,112.003,103.463,99.314,106.401,103.695,96.589,108.137,106.168,103.754,105.708,100.962,105.208,103.307,108.257,111.307,106.808,101.696,104.048,105.932,94.873,108.051,105.463,108.782,106.170,110.783,109.711,105.364,115.662,86.980,106.582,103.867,104.116,103.842,104.132,94.130,98.305,91.570,85.076,104.598,102.538,109.052,109.052,100.805,99.019,100.472,103.821,104.009,107.160,108.324,106.708,113.686,118.443,114.094,108.438,104.996,110.877,106.695,106.760,107.069,103.586,106.630,102.662,99.112,105.239,97.189,104.020,108.628,97.235,109.787,117.885,107.397,114.995,125.536,96.487,96.487,97.288
201803,Mar-18,105.062,102.347,102.457,102.179,99.754,108.993,102.699,115.745,107.281,99.599,101.642,102.125,101.336,107.885,98.910,108.860,99.705,97.797,98.904,103.778,116.111,104.121,104.510,104.819,100.851,106.334,101.239,104.697,103.039,105.197,100.306,98.480,102.116,102.976,101.843,104.080,104.162,111.117,93.456,135.103,104.824,107.012,104.716,105.528,105.126,106.948,100.763,110.489,111.738,103.520,100.021,106.511,103.719,96.596,108.174,106.297,103.789,105.787,100.943,105.532,103.688,108.502,111.327,106.454,102.495,103.667,106.832,95.679,107.677,105.676,107.369,106.621,111.164,107.746,105.599,113.777,85.173,96.849,103.910,104.116,103.887,104.792,95.269,97.773,91.972,87.080,106.788,102.971,109.036,109.036,102.621,101.950,100.736,103.585,104.391,107.519,108.277,107.242,111.708,112.747,113.946,108.199,105.520,110.877,107.055,106.947,107.248,103.859,107.583,102.463,98.614,105.706,96.410,104.082,108.636,97.396,109.877,117.108,107.250,114.995,123.719,96.542,96.542,97.271
201804,Apr-18,105.524,102.221,102.012,102.037,99.482,109.555,101.050,113.264,105.754,98.828,102.627,102.439,103.478,108.479,101.649,109.747,99.927,98.365,98.894,103.976,117.660,104.503,104.719,105.033,101.003,106.574,102.381,105.274,102.923,105.261,100.988,99.717,102.212,105.717,104.053,107.260,104.775,112.067,93.811,135.609,104.691,112.243,103.859,104.402,104.001,105.816,100.362,107.702,108.445,103.607,100.823,108.145,102.712,94.152,108.259,107.340,104.291,106.679,100.977,106.716,103.779,111.220,113.197,107.539,102.650,103.912,107.160,95.578,109.077,105.228,108.699,106.766,116.001,109.498,105.471,115.321,84.993,108.640,104.401,106.597,104.273,105.186,95.080,98.111,92.936,84.762,109.456,103.481,109.288,109.288,101.693,100.347,101.364,103.320,104.397,109.959,110.762,109.663,113.000,114.630,115.815,108.387,105.812,110.877,107.868,107.459,107.750,104.482,109.429,102.487,98.743,105.740,96.567,103.507,107.946,97.016,110.339,117.292,108.681,117.506,121.228,96.289,96.289,97.338
201805,May-18,105.863,101.932,101.759,101.991,98.879,111.312,100.845,108.786,105.611,99.501,102.128,100.876,102.939,107.870,101.137,110.701,100.348,99.919,98.574,104.288,119.138,104.733,104.928,105.309,100.441,107.082,102.696,105.355,102.985,105.365,100.898,99.464,102.294,105.717,104.053,107.260,104.882,112.181,93.858,140.352,101.761,112.243,104.518,103.963,103.270,106.448,100.493,111.214,112.566,103.656,100.753,107.936,104.397,97.965,108.325,107.296,104.011,106.042,101.126,106.645,103.661,111.214,113.650,109.155,103.275,103.652,107.879,96.182,111.101,105.314,112.775,107.229,116.723,111.671,106.159,114.341,93.459,114.491,104.706,106.597,104.593,105.322,96.498,96.822,94.082,87.627,112.215,103.567,109.223,109.223,100.964,99.399,101.308,101.815,104.351,109.890,110.846,109.529,112.909,115.049,115.815,107.733,106.436,110.877,108.274,107.819,108.028,105.753,109.993,102.549,98.526,105.889,96.243,104.667,108.422,99.419,110.664,115.933,107.366,117.506,118.877,96.412,96.412,97.265
201806,Jun-18,105.870,101.483,101.196,101.946,98.428,111.052,100.340,110.640,104.408,98.597,100.831,101.489,103.306,107.672,101.720,110.561,99.896,98.620,98.612,104.035,119.320,102.494,102.521,102.669,99.826,107.334,101.224,105.605,103.008,105.429,101.517,100.609,102.358,105.717,104.053,107.260,107.149,114.701,96.232,139.058,101.626,112.243,104.819,105.603,105.212,106.981,100.675,110.623,111.852,103.765,99.919,108.556,103.275,94.397,109.057,107.465,104.033,106.010,101.214,106.874,103.861,111.485,114.011,110.004,103.430,103.690,108.537,95.648,112.226,105.471,115.269,107.103,117.254,112.931,104.915,115.160,101.073,115.081,105.398,106.597,105.322,104.871,94.269,95.579,93.567,83.432,111.059,103.965,109.289,109.289,98.944,95.613,101.029,103.840,104.469,110.677,110.781,110.681,113.797,115.554,116.080,109.566,106.911,110.877,108.602,108.034,108.214,106.292,110.710,102.463,98.992,106.074,96.790,102.863,106.977,96.948,111.164,115.247,106.705,117.506,117.687,96.505,96.505,97.245
201807,Jul-18,105.859,101.739,101.440,102.273,98.555,109.171,101.455,115.306,103.682,98.488,101.198,101.880,103.643,107.386,102.297,110.285,99.210,97.727,97.073,105.222,119.468,98.753,98.892,98.683,98.943,107.759,97.029,105.840,103.198,105.561,100.635,98.857,102.392,105.717,104.053,107.260,108.511,116.736,97.302,135.523,102.182,112.243,102.912,101.708,100.750,105.170,98.700,110.202,111.355,103.777,99.166,107.294,103.269,94.293,109.126,107.582,104.082,105.964,101.375,107.028,104.001,111.660,114.203,111.467,103.065,103.834,108.564,94.667,112.338,105.946,114.659,107.840,117.810,119.790,108.125,116.970,121.374,125.611,105.935,106.597,105.887,105.442,93.664,94.812,92.731,82.873,110.302,104.477,110.427,110.427,101.119,99.517,100.019,102.786,104.675,110.009,110.874,109.686,114.029,117.350,115.382,109.223,107.273,110.877,108.795,108.131,108.321,106.276,111.231,101.694,98.695,107.047,96.123,101.474,106.188,94.464,111.590,115.384,107.375,117.039,117.843,92.460,92.460,96.988
201808,Aug-18,106.500,101.895,101.677,102.105,98.376,110.986,101.119,107.794,103.489,99.866,103.301,101.177,103.227,106.608,102.019,110.997,100.885,99.005,99.006,106.941,119.183,101.798,102.099,102.130,100.431,107.676,99.330,105.965,103.292,105.736,100.814,99.226,102.372,105.717,104.053,107.260,108.567,116.736,97.302,137.176,102.363,112.243,104.159,105.312,105.124,105.945,99.439,110.425,111.610,103.816,99.716,106.772,102.188,91.573,109.290,107.859,104.519,106.717,101.431,107.231,104.189,111.883,114.281,112.936,103.093,103.771,108.777,94.448,113.014,106.308,115.783,108.088,118.324,124.949,106.761,117.705,137.788,147.184,106.342,106.597,106.315,106.062,93.669,94.566,94.529,84.466,106.866,104.413,110.397,110.397,100.998,99.445,101.107,101.458,104.596,112.348,111.302,112.845,112.407,113.288,116.309,107.462,108.553,110.877,108.923,108.361,108.589,106.088,111.009,102.279,99.117,107.266,96.604,103.886,107.910,98.146,111.789,115.986,108.582,117.039,118.397,92.370,92.370,96.958
201809,Sep-18,106.628,101.766,101.497,101.137,97.979,110.876,100.844,115.384,105.451,99.638,101.840,99.807,103.458,106.377,102.428,111.172,101.082,99.531,98.778,107.502,119.332,104.931,105.601,105.850,102.469,107.856,100.802,106.223,103.397,105.876,101.066,99.593,102.504,105.717,104.053,107.260,110.261,118.838,98.440,143.909,101.957,112.243,104.129,105.110,104.724,106.469,100.358,108.840,109.718,103.974,101.156,106.382,102.530,92.031,109.541,108.072,104.886,107.064,101.821,107.403,104.498,111.864,114.253,110.911,103.660,104.437,108.808,95.751,113.840,106.921,117.279,108.282,118.793,113.339,106.857,116.871,100.122,108.110,106.645,106.597,106.635,106.347,94.801,95.868,93.741,85.732,108.562,104.456,110.429,110.429,102.085,101.054,102.221,101.766,104.707,110.769,112.650,110.011,112.444,113.190,116.135,107.823,109.168,112.024,109.249,108.585,108.797,106.487,111.687,102.614,99.326,107.507,96.803,104.875,108.065,100.642,111.862,116.440,109.425,117.039,118.865,92.680,92.680,97.137
201810,Oct-18,106.712,101.522,101.435,101.909,97.367,111.175,99.452,108.143,108.973,100.833,100.347,99.405,101.918,105.457,100.649,111.005,100.365,98.159,99.925,104.155,119.729,104.434,105.285,105.570,101.645,108.063,99.512,106.494,103.403,105.960,100.866,99.189,102.517,105.717,104.053,107.260,112.745,121.157,100.447,154.331,105.726,112.243,104.010,103.798,103.133,106.182,100.755,110.184,111.293,104.011,101.307,107.991,102.529,91.446,109.979,107.767,104.652,106.793,101.631,107.488,104.633,111.880,113.236,110.493,103.662,103.746,108.622,96.108,114.315,107.482,118.065,108.416,119.118,110.480,105.312,115.903,95.097,99.372,107.429,106.597,107.460,107.107,95.465,95.982,92.243,87.490,108.728,104.694,111.169,111.169,103.475,103.348,102.093,101.672,104.937,111.185,112.434,110.698,113.750,115.117,117.545,108.446,109.476,114.362,109.067,108.723,108.909,106.918,110.409,102.490,99.677,107.341,97.305,103.785,106.657,100.107,112.124,115.000,107.920,116.251,117.035,92.511,92.511,97.271
201811,Nov-18,106.921,101.658,101.693,101.255,97.335,110.668,99.741,109.968,109.697,101.768,100.439,102.659,101.184,104.025,100.182,112.499,99.279,96.506,98.439,104.567,123.826,106.006,107.058,107.365,103.549,108.357,100.181,106.543,103.478,106.060,101.144,99.760,102.488,105.717,104.053,107.260,112.458,121.157,100.447,145.664,104.881,112.243,104.216,104.656,103.995,107.024,102.574,108.312,109.081,104.073,100.458,108.003,102.597,91.540,110.028,107.741,104.539,106.585,101.632,107.560,104.734,111.910,113.236,110.067,104.080,103.024,109.516,96.002,113.756,107.858,116.739,108.532,118.776,109.121,106.156,115.744,83.625,103.780,107.469,106.597,107.502,107.181,96.337,93.725,92.839,90.721,109.551,104.706,111.213,111.213,103.473,103.312,101.598,102.891,104.638,110.164,112.436,109.238,114.483,116.604,116.759,109.917,109.852,114.362,109.657,109.012,109.229,106.867,112.030,102.726,100.062,107.497,97.755,104.920,107.182,102.349,112.470,113.446,108.427,116.251,112.771,92.306,92.306,97.413
201812,Dec-18,107.066,102.603,102.559,103.775,98.130,110.598,101.194,116.721,109.125,101.880,100.341,101.853,102.693,105.971,101.525,111.296,97.009,92.996,97.657,101.150,123.733,104.920,106.178,106.476,102.528,108.456,98.196,106.625,103.599,106.180,101.717,100.743,102.629,105.717,104.053,107.260,112.267,121.157,100.447,136.531,106.988,112.243,105.290,106.435,106.417,106.442,103.425,109.383,110.340,104.075,101.156,107.993,103.106,92.661,110.072,107.886,104.697,106.756,101.776,107.774,105.037,112.001,113.251,110.924,104.823,103.227,110.430,96.573,111.599,107.674,111.607,108.707,118.716,116.352,105.948,117.642,116.737,108.333,107.325,106.597,107.351,106.985,95.400,93.086,93.868,87.886,110.950,104.710,111.145,111.145,102.680,102.016,102.073,102.378,104.601,110.450,112.337,109.690,114.977,115.742,118.659,110.339,110.015,114.362,109.990,109.264,109.507,106.815,112.639,102.439,99.156,107.566,96.566,104.456,107.492,100.493,112.783,113.553,108.419,116.251,113.044,92.375,92.375,97.556
201901,Jan-19,106.392,102.703,102.543,100.509,98.387,111.298,100.032,119.652,110.178,102.341,102.773,101.698,103.704,106.716,102.606,113.950,101.672,98.527,100.726,107.802,124.040,100.412,101.312,101.276,99.817,109.138,95.474,106.048,103.617,106.208,101.111,98.790,102.706,105.717,104.053,107.260,105.401,115.271,91.897,131.724,107.033,112.243,103.128,103.340,101.995,106.666,98.227,108.330,109.125,104.075,98.301,108.415,102.701,91.320,110.219,108.524,104.997,106.785,102.398,108.052,105.316,112.275,115.143,109.535,105.051,103.436,110.981,96.377,110.691,107.968,109.664,108.722,117.892,111.416,109.169,116.997,87.014,115.247,107.617,106.597,107.657,106.855,93.724,90.371,92.531,88.101,105.300,104.931,111.552,111.552,103.123,102.362,102.999,102.696,105.240,109.622,110.910,109.082,114.230,112.390,120.611,109.583,110.607,114.362,109.328,109.344,109.592,106.840,109.336,102.586,100.356,107.779,98.061,102.539,106.256,97.270,112.912,114.392,108.106,119.408,112.225,92.751,92.751,97.626
201902,Feb-19,106.808,103.101,102.988,103.122,98.027,112.374,101.639,114.492,108.551,103.939,101.784,102.204,103.764,104.503,103.602,114.933,102.020,99.805,100.387,108.425,125.679,101.390,102.364,102.440,99.552,109.551,96.098,106.112,103.693,106.265,101.007,98.353,102.774,105.717,104.053,107.260,105.581,115.387,91.963,134.716,107.087,112.243,105.173,107.082,107.409,106.672,101.148,108.799,109.635,104.276,99.716,108.554,102.784,91.454,110.273,108.756,105.213,107.297,102.256,108.308,105.614,112.455,115.365,109.989,105.321,104.859,111.179,96.584,110.576,108.022,109.354,108.755,117.863,113.460,109.993,117.700,93.699,117.115,107.575,106.597,107.613,107.365,95.316,91.904,93.030,87.971,113.035,104.931,111.649,111.649,103.212,102.050,103.018,104.377,105.708,109.334,111.000,108.655,117.215,118.256,122.819,110.948,110.855,114.362,109.518,109.585,109.841,106.995,109.339,102.904,100.049,108.023,97.587,104.218,107.645,99.507,113.228,114.451,106.389,119.408,113.261,92.844,92.844,97.733
201903,Mar-19,106.987,103.207,102.874,103.864,97.935,110.556,100.728,112.870,106.241,104.868,102.270,103.436,105.474,107.317,104.860,114.562,100.511,96.124,99.779,107.592,126.544,102.432,103.416,103.562,100.028,109.419,97.087,106.191,103.767,106.368,101.065,98.302,102.889,105.717,104.053,107.260,105.619,115.387,91.963,135.577,107.390,112.243,105.293,106.493,106.170,107.539,102.488,108.896,109.747,104.276,101.203,108.035,103.637,93.171,110.609,109.029,105.633,107.917,102.435,108.422,105.742,112.544,115.615,109.910,105.302,105.305,111.179,96.479,111.374,108.268,110.474,109.588,118.110,111.256,109.735,117.249,88.354,105.136,107.737,106.597,107.784,107.614,94.983,90.954,90.934,89.714,109.093,105.014,111.585,111.585,103.976,103.045,103.081,103.936,106.595,109.882,111.156,109.347,117.085,116.650,123.392,111.420,110.994,114.362,110.010,109.859,110.119,107.222,110.622,103.087,100.278,108.197,97.832,104.020,107.277,99.616,113.411,114.483,105.290,119.408,113.909,92.971,92.971,98.526
201904,Apr-19,107.639,102.933,102.573,103.758,97.605,109.511,100.156,117.938,105.699,103.810,102.621,101.720,105.384,105.120,105.638,114.047,100.145,98.132,99.823,103.857,125.883,102.589,103.691,103.992,98.215,109.665,96.685,107.656,103.711,106.507,101.289,98.750,102.997,108.998,106.921,110.887,115.493,127.912,100.477,136.156,105.621,117.501,104.000,104.857,103.796,107.551,99.512,107.749,108.395,104.485,99.797,107.683,103.564,92.803,110.713,109.882,105.877,108.508,102.262,109.442,105.748,115.362,117.379,112.433,104.922,104.996,111.703,94.915,112.952,108.583,113.354,109.589,120.204,120.308,112.279,121.816,111.715,129.962,109.166,110.861,109.062,106.792,92.338,88.825,90.830,84.492,110.255,104.865,112.120,112.120,100.347,97.062,101.927,103.955,106.867,112.959,114.058,112.487,117.119,118.316,123.491,110.214,110.576,114.362,110.460,110.329,110.582,107.775,111.002,103.445,100.309,108.709,97.718,104.271,106.996,100.845,113.893,116.825,107.195,122.119,116.117,93.219,93.219,98.905
201905,May-19,107.919,103.028,102.694,103.718,97.923,111.877,101.173,115.662,104.284,103.321,103.385,101.936,105.296,106.372,104.997,114.331,100.698,97.439,100.559,105.434,125.869,103.088,104.216,104.487,99.324,109.658,97.053,107.769,103.837,106.631,101.861,99.985,103.228,108.998,106.921,110.887,115.594,127.912,100.477,138.400,106.462,117.501,105.103,106.290,105.867,107.558,101.788,109.788,110.742,104.488,100.390,107.895,103.128,91.296,110.920,110.056,105.874,108.327,102.474,109.566,105.897,115.440,117.982,112.077,104.552,105.067,111.803,93.879,114.439,108.636,116.576,110.057,120.333,115.692,109.372,117.399,105.902,119.751,109.839,110.861,109.771,107.295,93.288,88.900,93.155,85.674,111.127,104.865,112.162,112.162,102.000,99.847,101.644,103.521,107.007,112.972,114.257,112.430,116.900,118.108,122.829,110.293,110.433,114.362,111.352,110.569,110.787,108.417,114.250,103.695,100.266,108.850,97.618,104.597,107.368,101.091,114.417,118.049,108.624,122.119,118.379,93.254,93.254,99.190
